Xanthomonas campestris pv. campestris str. 8004, complete genome. - 1..5148708
4273 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
4330509..4331159	-	216	66575280	-	XC_3649	-	-	phosphoglycolate phosphatase
4331296..4332375	-	359	66575281	-	XC_3650	-	-	DNA polymerase IV
4332582..4333097	+	171	66575282	-	XC_3651	-	-	beta-hydroxydecanoyl-ACP dehydratase
4333097..4334305	+	402	66575283	-	XC_3652	-	-	beta-ketoacyl-[ACP] synthase I
4334928..4336952	-	674	66575284	-	XC_3653	-	-	oligopeptidase A
4337139..4338242	-	367	66575285	-	XC_3655	-	-	cysteine synthase
4338241..4338780	+	179	66575286	-	XC_3654	-	-	conserved hypothetical protein
4338878..4340686	+	602	66575287	-	XC_3656	-	-	copper resistance protein A precursor
4340683..4342158	+	491	66575288	-	XC_3657	-	-	copper resistance protein B precursor
4342682..4343206	+	174	66575289	-	XC_3658	-	-	lactoylglutathione lyase
4343549..4344307	+	252	66575290	-	XC_3659	-	-	conserved hypothetical protein
4345359..4346285	+	308	66575291	-	XC_3660	-	-	conserved hypothetical protein
4346645..4347799	-	384	66575292	-	XC_3661	-	-	conserved hypothetical protein
4348031..4348546	-	171	66575293	-	XC_3662	-	-	conserved hypothetical protein
4348839..4350668	-	609	66575294	-	XC_3663	-	-	glucosamine-fructose-6-phosphate aminotransferase
4350872..4352143	+	423	66575295	-	XC_3664	-	-	ABC transporter permease
4352184..4352903	+	239	66575296	-	XC_3665	-	-	ABC transporter ATP-binding protein
4352914..4354206	+	430	66575297	-	XC_3666	-	-	ABC transporter ATP-binding protein
4354270..4355478	+	402	66575298	-	XC_3667	-	-	ABC transporter permease
4355583..4356068	+	161	66575299	-	XC_3668	-	-	conserved hypothetical protein
4356242..4357585	+	447	66575300	-	XC_3669	-	-	histidine kinase/response regulator hybrid protein
4357638..4358831	+	397	66575301	-	XC_3670	-	-	similar to histidine kinase/response regulator hybrid protein
4358876..4359139	+	87	66575302	-	XC_3671	-	-	IS1404 transposase
4359133..4359978	+	281	66575303	-	XC_3672	-	-	IS1404 transposase
4360463..4361530	-	355	66575304	-	XC_3673	-	-	conserved hypothetical protein
4361531..4362895	-	454	66575305	-	XC_3674	-	-	UDP-N-acetylglucosamine pyrophosphorylase
4363014..4363427	+	137	66575306	-	XC_3675	-	-	conserved hypothetical protein
4363886..4364455	-	189	66575307	-	XC_3676	-	-	chorismate mutase/prephenate dehydratase
4364639..4365061	-	140	66575308	-	XC_3677	-	-	ATP synthase epsilon chain
4365235..4366641	-	468	66575309	-	XC_3678	-	-	ATP synthase beta chain
4366764..4367627	-	287	66575310	-	XC_3679	-	-	ATP synthase gamma chain
4367740..4369287	-	515	66575311	-	XC_3680	-	-	ATP synthase alpha chain
4369335..4369862	-	175	66575312	-	XC_3681	-	-	ATP synthase delta chain
4369866..4370336	-	156	66575313	-	XC_3682	-	-	ATP synthase B chain
4370449..4370751	-	100	66575314	-	XC_3683	-	-	ATP synthase C chain
4370825..4371625	-	266	66575315	-	XC_3684	-	-	ATP synthase A chain
4371651..4372016	-	121	66575316	-	XC_3685	-	-	conserved hypothetical protein
4372641..4373345	+	234	66575317	-	XC_3686	-	-	conserved hypothetical protein
4373734..4375011	-	425	66575318	-	XC_3687	-	-	Xaa-Pro dipeptidase
4376626..4377267	-	213	66575319	-	XC_3689	-	-	dihydrolipoamide dehydrogenase
4377248..4377895	-	215	66575320	-	XC_3690	-	-	conserved hypothetical protein
4377892..4379649	-	585	66575321	-	XC_3691	-	-	dihydrolipoamide acetyltranferase
4379776..4380534	-	252	66575322	-	XC_3692	-	-	conserved hypothetical protein
4380692..4381174	-	160	66575323	-	XC_3693	-	-	conserved hypothetical protein
4381397..4382074	+	225	66575324	-	XC_3694	-	-	outer membrane protein
4382229..4382834	+	201	66575325	-	XC_3695	-	-	conserved hypothetical protein
4382806..4383393	+	195	66575326	-	XC_3696	-	-	conserved hypothetical protein
4383450..4384007	-	185	66575327	-	XC_3697	-	-	conserved hypothetical protein
4384098..4385522	+	474	66575328	-	XC_3698	-	-	IS1478 transposase
4385682..4386482	-	266	66575329	-	XC_3699	-	-	outer membrane protein
4386684..4387382	-	232	66575330	-	XC_3700	-	-	ABC transporter permease
4387379..4388386	-	335	66575331	-	XC_3701	-	-	ABC transporter ATP-binding protein
4388540..4389448	-	302	66575332	-	XC_3702	-	-	conserved hypothetical protein
4389706..4390191	+	161	66575333	-	XC_3703	-	-	conserved hypothetical protein
4390361..4390921	+	186	66575334	-	XC_3704	-	-	conserved hypothetical protein
4391049..4392482	-	477	66575335	-	XC_3705	-	-	conserved hypothetical protein
4392482..4395253	-	923	66575336	-	XC_3706	-	-	conserved hypothetical protein
4395333..4396139	+	268	66575337	-	XC_3707	-	-	oxidoreductase
4396344..4397021	-	225	66575338	-	XC_3708	-	-	hydrolase
4397018..4397731	-	237	66575339	-	XC_3709	-	-	ribosomal small subunit pseudouridylate synthase
4397728..4398804	-	358	66575340	-	XC_3710	-	-	ribosomal RNA small subunit methyltransferase C
4398952..4399212	+	86	66575341	-	XC_3711	-	-	conserved hypothetical protein
4399275..4400609	-	444	66575342	-	XC_3712	-	-	L-sorbosone dehydrogenase
4400698..4401003	-	101	66575343	-	XC_3713	-	-	conserved hypothetical protein
4401143..4403035	-	630	66575344	-	XC_3714	-	-	sensor histidine kinase
4403281..4403457	-	58	66575345	-	XC_3715	-	-	conserved hypothetical protein
4403558..4404052	-	164	66575346	-	XC_3716	-	-	conserved hypothetical protein
4404151..4404831	+	226	66575347	-	XC_3717	-	-	conserved hypothetical protein
4404984..4406066	-	360	66575348	-	XC_3718	-	-	alanine racemase
4406066..4407355	-	429	66575349	-	XC_3719	-	-	D-amino acid dehydrogenase subunit
4407506..4407985	+	159	66575350	-	XC_3720	-	-	leucine responsive regulatory protein
4408383..4409063	-	226	66575351	-	XC_3721	-	-	conserved hypothetical protein
4409115..4409579	+	154	66575352	-	XC_3722	-	-	conserved hypothetical protein
4409661..4410110	+	149	66575353	-	XC_3723	-	-	conserved hypothetical protein
4410221..4411075	+	284	66575354	-	XC_3724	-	-	chemotaxis protein
4411086..4412267	+	393	66575355	-	XC_3725	-	-	chemotaxis MotB protein
4412289..4413014	+	241	66575356	-	XC_3726	-	-	conserved hypothetical protein
4413048..4413308	+	86	66575357	-	XC_3727	-	-	conserved hypothetical protein
4414171..4414725	-	184	66575358	-	XC_3728	-	-	conserved hypothetical protein
4414891..4415157	+	88	66575359	-	XC_3729	-	-	conserved hypothetical protein
4415719..4416480	-	253	66575360	-	XC_3730	-	-	ABC-2 type transporter
4416477..4417421	-	314	66575361	-	XC_3731	-	-	ABC transporter ATP-binding protein
4417834..4419585	-	583	66575362	-	XC_3732	-	-	Na+:H+ antiporter
4419632..4420084	+	150	66575363	-	XC_3733	-	-	conserved hypothetical protein
4420270..4420722	+	150	66575364	-	XC_3734	-	-	conserved hypothetical protein
4421079..4422356	-	425	66575365	-	XC_3735	-	-	DNA polymerase related protein
4422999..4424243	-	414	66575366	-	XC_3736	-	-	conserved hypothetical protein
4424485..4425303	-	272	66575367	-	XC_3737	-	-	conserved hypothetical protein
4425425..4426360	+	311	66575368	-	XC_3738	-	-	transcriptional regulator
4426408..4426983	+	191	66575369	-	XC_3739	-	-	tryptophan repressor binding protein
4427502..4428497	+	331	66575370	-	XC_3740	-	-	oxidoreductase
4428602..4429297	+	231	66575371	-	XC_3741	-	-	conserved hypothetical protein
4429400..4431514	+	704	66575372	-	XC_3742	-	-	metallopeptidase
4432268..4433206	-	312	66575373	-	XC_3743	-	-	conserved hypothetical protein
4433452..4434123	+	223	66575374	-	XC_3744	-	-	conserved hypothetical protein
4434302..4435897	-	531	66575375	-	XC_3745	-	-	amino acid transporter
4436087..4436434	-	115	66575376	-	XC_3746	-	-	conserved hypothetical protein
4436507..4437283	-	258	66575377	-	XC_3747	-	-	transcriptional regulator protein
4437280..4438320	-	346	66575378	-	XC_3748	-	-	conserved hypothetical protein
4438782..4439999	+	405	66575379	-	XC_3749	-	-	D-amino acid oxidase
4440140..4440421	-	93	66575380	-	XC_3750	-	-	conserved hypothetical protein
4440612..4441163	+	183	66575381	-	XC_3751	-	-	isochorismatase-like protein
4441301..4441816	+	171	66575382	-	XC_3752	-	-	conserved hypothetical protein
4441857..4442363	+	168	66575383	-	XC_3753	-	-	conserved hypothetical protein
4442501..4443400	+	299	66575384	-	XC_3754	-	-	conserved hypothetical protein
4443482..4443823	+	113	66575385	-	XC_3755	-	-	conserved hypothetical protein
4443948..4444520	-	190	66575386	-	XC_3756	-	-	conserved hypothetical protein
4445314..4448871	-	1185	66575387	-	XC_3757	-	-	methyltransferase
4449049..4449432	+	127	66575388	-	XC_3758	-	-	regulatory protein
4449426..4449620	-	64	66575389	-	XC_3759	-	-	conserved hypothetical protein
4449653..4450954	-	433	66575390	-	XC_3760	-	-	transcriptional regulator NtrC family
4451452..4451760	+	102	66575391	-	XC_3761	-	-	conserved hypothetical protein
4452026..4453441	+	471	66575392	-	XC_3762	-	-	cyanide insensitive terminal oxidase
4453432..4454451	+	339	66575393	-	XC_3763	-	-	cyanide insensitive terminal oxidase
4454534..4454725	-	63	66575394	-	XC_3764	-	-	conserved hypothetical protein
4454821..4455600	-	259	66575395	-	XC_3765	-	-	conserved hypothetical protein
4455673..4456539	+	288	66575396	-	XC_3766	-	-	oxidoreductase
4456918..4458069	+	383	66575397	-	XC_3767	-	-	UDP-glucose 4-epimerase
4458105..4459289	+	394	66575398	-	XC_3768	-	-	conserved hypothetical protein
4459277..4460473	+	398	66575399	-	XC_3769	-	-	UDP-galactopyranose mutase
4460567..4461718	+	383	66575400	-	XC_3770	-	-	conserved hypothetical protein
4461715..4463499	+	594	66575401	-	XC_3771	-	-	ATP binding transporter 1
4464265..4464408	-	47	66575402	-	XC_3772	-	-	conserved hypothetical protein
4464492..4464950	-	152	66575403	-	XC_3773	-	-	conserved hypothetical protein
4465355..4466518	+	387	66575404	-	XC_3774	-	-	Zn-dependent alcohol dehydrogenase
4466769..4466936	-	55	66575405	-	XC_3775	-	-	conserved hypothetical protein
4467328..4467690	+	120	66575406	-	XC_3776	-	-	conserved hypothetical protein
4467700..4467927	+	75	66575407	-	XC_3777	-	-	conserved hypothetical protein
4468436..4468861	-	141	66575408	-	XC_3778	-	-	conserved hypothetical protein
4468976..4469188	-	70	66575409	-	XC_3779	-	-	conserved hypothetical protein
4469786..4471999	-	737	66575410	-	XC_3780	-	-	oxidoreductase
4472534..4473268	+	244	66575411	-	XC_3781	-	-	conserved hypothetical protein
4473279..4475936	+	885	66575412	-	XC_3782	-	-	conserved hypothetical protein
4475933..4476580	+	215	66575413	-	XC_3783	-	-	conserved hypothetical protein
4476577..4477290	+	237	66575414	-	XC_3784	-	-	conserved hypothetical protein
4477594..4479732	-	712	66575415	-	XC_3785	-	-	ferrichrome-iron receptor 3
4479826..4481094	-	422	66575416	-	XC_3786	-	-	conserved hypothetical protein
4481094..4482530	-	478	66575417	-	XC_3787	-	-	conserved hypothetical protein
4482527..4483267	-	246	66575418	-	XC_3788	-	-	ABC transporter ATP-binding protein
4483700..4485424	+	574	66575419	-	XC_3789	-	-	conserved hypothetical protein
4485618..4486550	-	310	66575420	-	XC_3790	-	-	transcriptional regulator
4486680..4487084	+	134	66575421	-	XC_3791	-	-	conserved hypothetical protein
4487133..4488035	-	300	66575422	-	XC_3792	-	-	short chain oxidoreductase
4488204..4488593	-	129	66575423	-	XC_3793	-	-	conserved hypothetical protein
4488590..4489156	-	188	66575424	-	XC_3794	-	-	conserved hypothetical protein
4489153..4490223	-	356	66575425	-	XC_3795	-	-	rhizopine catabolism protein
4490647..4491573	+	308	66575426	-	XC_3796	-	-	transcriptional regulator lysR family
4491579..4492151	-	190	66575427	-	XC_3797	-	-	conserved hypothetical protein
4492322..4492798	+	158	66575428	-	XC_3798	-	-	conserved hypothetical protein
4492839..4492982	-	47	66575429	-	XC_3799	-	-	transcriptional regulator
4493004..4494053	-	349	66575430	-	XC_3800	-	-	response regulator
4494609..4495469	-	286	66575431	-	XC_3801	-	-	histidine kinase/response regulator hybrid protein
4496186..4497028	-	280	66575432	-	XC_3802	-	-	avirulence protein
4497453..4497746	+	97	66575433	-	XC_3803	-	-	ISxac3 transposase
4497764..4498618	+	284	66575434	-	XC_3804	-	-	ISxac3 transposase
4499098..4499289	-	63	66575435	-	XC_3805	-	-	conserved hypothetical protein
4499598..4501472	-	624	66575436	-	XC_3806	-	-	RNA polymerase sigma-70 factor
4501580..4502029	-	149	66575437	-	XC_3807	-	-	conserved hypothetical protein
4502120..4503034	+	304	66575438	-	XC_3808	-	-	lipid A biosynthesis lauroyl acyltransferase
4503174..4503695	-	173	66575439	-	XC_3809	-	-	phosphinothricin acetyltransferase
4503941..4505074	+	377	66575440	-	XC_3810	-	-	riboflavin biosynthesis protein
4505214..4505690	+	158	66575441	-	XC_3811	-	-	conserved hypothetical protein
4505687..4507189	+	500	66575442	-	XC_3812	-	-	conserved hypothetical protein
4507218..4508276	-	352	66575443	-	XC_3813	-	-	conserved hypothetical protein
4508277..4509101	+	274	66575444	-	XC_3814	-	-	lipopolysaccharide core biosynthesis glycosyl transferase
4509086..4510375	-	429	66575445	-	XC_3815	-	-	conserved hypothetical protein
4510515..4512185	-	556	66575446	-	XC_3816	-	-	conserved hypothetical protein
4512258..4513571	-	437	66575447	-	XC_3817	-	-	Sun protein
4513568..4514491	-	307	66575448	-	XC_3818	-	-	10-Formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase
4514887..4515399	-	170	66575449	-	XC_3819	-	-	polypeptide deformylase
4515531..4516667	+	378	66575450	-	XC_3820	-	-	conserved hypothetical protein
4516740..4517876	+	378	66575451	-	XC_3821	-	-	DNA processing chain A
4517920..4518393	+	157	66575452	-	XC_3822	-	-	Smg protein
4518770..4519174	+	134	66575453	-	XC_3823	-	-	fimbrial protein
4519696..4520346	+	216	66575454	-	XC_3824	-	-	conserved hypothetical protein
4520527..4523022	+	831	66575455	-	XC_3825	-	-	DNA topoisomerase I
4523031..4523594	+	187	66575456	-	XC_3826	-	-	conserved hypothetical protein
4523717..4524457	+	246	66575457	-	XC_3827	-	-	conserved hypothetical protein
4524454..4525098	+	214	66575458	-	XC_3828	-	-	conserved hypothetical protein
4525128..4526579	-	483	66575459	-	XC_3829	-	-	GGDEF family protein
4526537..4527313	-	258	66575460	-	XC_3830	-	-	tropinone reductase
4527418..4527633	+	71	66575461	-	XC_3831	-	-	conserved hypothetical protein
4527703..4529604	-	633	66575462	-	XC_3832	-	-	protease IV
4529689..4531065	-	458	66575463	-	XC_3833	-	-	multidrug efflux protein
4531441..4531980	-	179	66575464	-	XC_3834	-	-	conserved hypothetical protein
4532030..4533088	-	352	66575465	-	XC_3835	-	-	conserved hypothetical protein
4533548..4535656	+	702	66575466	-	XC_3836	-	-	primosomal protein N
4535608..4536132	+	174	66575467	-	XC_3837	-	-	glutathione S-transferase
4536747..4537025	-	92	66575468	-	XC_3838	-	-	conserved hypothetical protein
4537044..4537877	-	277	66575469	-	XC_3839	-	-	conserved hypothetical protein
4537841..4538488	-	215	66575470	-	XC_3840	-	-	conserved hypothetical protein
4538500..4539786	+	428	66575471	-	XC_3841	-	-	NADH dehydrogenase
4539839..4540453	+	204	66575472	-	XC_3842	-	-	conserved hypothetical protein
4540650..4541525	-	291	66575473	-	XC_3843	-	-	RNA polymerase sigma-32 factor
4541726..4542451	-	241	66575474	-	XC_3844	-	-	uracil-DNA glycosylase
4542448..4543242	-	264	66575475	-	XC_3845	-	-	response regulator protein
4543299..4544249	-	316	66575476	-	XC_3846	-	-	cell division protein
4544246..4544932	-	228	66575477	-	XC_3847	-	-	ABC transporter ATP-binding protein
4545008..4546729	-	573	66575478	-	XC_3848	-	-	ATP-dependent RNA helicase
4546928..4547269	+	113	66575479	-	XC_3849	-	-	thioredoxin
4548071..4549351	+	426	66575480	-	XC_3850	-	-	transcription termination factor Rho
4549577..4550500	-	307	66575481	-	XC_3851	-	-	conserved hypothetical protein
4550510..4552249	-	579	66575482	-	XC_3852	-	-	isocitrate dehydrogenase kinase/phosphatase
4552258..4553187	-	309	66575483	-	XC_3853	-	-	B-lactamase regulatory protein
4553592..4555823	-	743	66575484	-	XC_3854	-	-	isocitrate dehydrogenase
4556263..4556760	-	165	66575485	-	XC_3855	-	-	conserved hypothetical protein
4556832..4557128	-	98	66575486	-	XC_3856	-	-	conserved hypothetical protein
4557233..4558048	-	271	66575487	-	XC_3857	-	-	conserved hypothetical protein
4558223..4559527	-	434	66575488	-	XC_3858	-	-	N-acyl-L-amino acid amidohydrolase
4559787..4561025	+	412	66575489	-	XC_3859	-	-	membrane fusion protein precursor
4561062..4564367	+	1101	66575490	-	XC_3860	-	-	acriflavin resistance protein
4564495..4567635	+	1046	66575491	-	XC_3861	-	-	acriflavin resistance protein
4567921..4568388	+	155	66575492	-	XC_3862	-	-	conserved hypothetical protein
4568413..4568847	+	144	66575493	-	XC_3863	-	-	conserved hypothetical protein
4569296..4570573	+	425	66575494	-	XC_3864	-	-	conserved hypothetical protein
4570686..4572053	-	455	66575495	-	XC_3865	-	-	conserved hypothetical protein
4572310..4572981	-	223	66575496	-	XC_3866	-	-	conserved hypothetical protein
4572981..4573547	-	188	66575497	-	XC_3867	-	-	conserved hypothetical protein
4573657..4574409	-	250	66575498	-	XC_3868	-	-	hydrolase, haloacid delahogenase-like family
4574575..4575009	-	144	66575499	-	XC_3869	-	-	conserved hypothetical protein
4575250..4575597	-	115	66575500	-	XC_3870	-	-	conserved hypothetical protein
4575821..4576198	-	125	66575501	-	XC_3871	-	-	conserved hypothetical protein
4576436..4576633	-	65	66575502	-	XC_3872	-	-	conserved hypothetical protein
4576644..4577348	-	234	66575503	-	XC_3873	-	-	D-alanyl-D-alanine dipeptidase
4577664..4579025	-	453	66575504	-	XC_3874	-	-	conserved hypothetical protein
4579080..4579631	-	183	66575505	-	XC_3875	-	-	conserved hypothetical protein
4579773..4580732	-	319	66575506	-	XC_3876	-	-	conserved hypothetical protein
4580913..4581713	-	266	66575507	-	XC_3877	-	-	N-acetylmuramoyl-L-alanine amidase
4581930..4583276	+	448	66575508	-	XC_3878	-	-	conserved hypothetical protein
4583273..4584367	+	364	66575509	-	XC_3879	-	-	chloromuconate cycloisomerase
4584531..4585307	+	258	66575510	-	XC_3880	-	-	conserved hypothetical protein
4585304..4586605	+	433	66575511	-	XC_3881	-	-	cationic amino acid transporter
4586693..4587190	+	165	66575512	-	XC_3882	-	-	conserved hypothetical protein
4587346..4587708	+	120	66575513	-	XC_3883	-	-	conserved hypothetical protein
4587748..4588182	-	144	66575514	-	XC_3884	-	-	membrane protein
4588353..4589531	+	392	66575515	-	XC_3885	-	-	dehydrogenase
4589856..4592027	-	723	66575516	-	XC_3886	-	-	beta-glucosidase
4592283..4592636	-	117	66575517	-	XC_3887	-	-	dihydroneopterin aldolase
4592731..4593795	-	354	66575518	-	XC_3888	-	-	O-sialoglycoprotein endopeptidase
4594076..4594291	+	71	66575519	-	XC_3889	-	-	30S ribosomal protein S21
4594518..4594964	+	148	66575520	-	XC_3890	-	-	conserved hypothetical protein
4595758..4596750	+	330	66575521	-	XC_3891	-	-	ribonuclease BN
4596831..4598579	+	582	66575522	-	XC_3892	-	-	DNA primase
4598576..4599076	+	166	66575523	-	XC_3893	-	-	conserved hypothetical protein
4599165..4600157	+	330	66575524	-	XC_3894	-	-	conserved hypothetical protein
4600387..4601964	+	525	66575525	-	XC_3895	-	-	disulphide-isomerase
4601984..4602886	-	300	66575526	-	XC_3896	-	-	cytochrome C oxidase assembly factor
4602883..4604046	-	387	66575527	-	XC_3897	-	-	conserved hypothetical protein
4604057..4604632	-	191	66575528	-	XC_3898	-	-	conserved hypothetical protein
4604660..4605385	-	241	66575529	-	XC_3899	-	-	conserved hypothetical protein
4605446..4605664	+	72	66575530	-	XC_3900	-	-	conserved hypothetical protein
4605761..4606636	-	291	66575531	-	XC_3901	-	-	cytochrome C oxidase subunit III
4606673..4607269	-	198	66575532	-	XC_3902	-	-	cytochrome C oxidase assembly protein ctaG
4607266..4607439	-	57	66575533	-	XC_3903	-	-	conserved hypothetical protein
4607420..4609024	-	534	66575534	-	XC_3904	-	-	cytochrome C oxidase subunit I
4609064..4610047	-	327	66575535	-	XC_3905	-	-	cytochrome C oxidase subunit II
4610064..4610495	-	143	66575536	-	XC_3906	-	-	conserved hypothetical protein
4610819..4614019	+	1066	66575537	-	XC_3907	-	-	PutA
4614209..4615633	+	474	66575538	-	XC_3908	-	-	IS1478 transposase
4616210..4617301	-	363	66575539	-	XC_3909	-	-	conserved hypothetical protein
4617399..4617998	-	199	66575540	-	XC_3910	-	-	conserved hypothetical protein
4618164..4618481	-	105	66575541	-	XC_3911	-	-	conserved hypothetical protein
4618559..4618852	-	97	66575542	-	XC_3912	-	-	conserved hypothetical protein
4619131..4620411	-	426	66575543	-	XC_3913	-	-	conserved hypothetical protein
4620497..4621522	-	341	66575544	-	XC_3914	-	-	IS1404 transposase
4621336..4621599	-	87	66575545	-	XC_3915	-	-	IS1404 transposase
4622990..4623400	-	136	66575546	-	XC_3916	-	-	phage-related baseplate assembly protein
4623357..4623938	-	193	66575547	-	XC_3917	-	-	ISxcC1 transposase
4624199..4624465	-	88	66575548	-	XC_3918	-	-	ISxcc1 transposase
4625784..4626602	-	272	66575549	-	XC_3920	-	-	ISxac3 transposase
4626656..4626934	-	92	66575550	-	XC_3921	-	-	ISxac3 transposase
4627262..4628275	+	337	66575551	-	XC_3922	-	-	conserved hypothetical protein
4628502..4629482	+	326	66575552	-	XC_3923	-	-	IS1479 transposase
4629742..4631109	-	455	66575553	-	XC_3924	-	-	IS1478 transposase
4638284..4639495	-	403	66575554	-	XC_3925	-	-	tyrosyl-tRNA synthetase
4639668..4641086	+	472	66575555	-	XC_3926	-	-	conserved hypothetical protein
4641290..4642423	+	377	66575556	-	XC_3927	-	-	conserved hypothetical protein
4642656..4642883	-	75	66575557	-	XC_3928	-	-	conserved hypothetical protein
4642942..4644162	-	406	66575558	-	XC_3929	-	-	signal transducer
4644505..4645305	-	266	66575559	-	XC_3930	-	-	exodeoxyribonuclease III
4645426..4646085	+	219	66575560	-	XC_3931	-	-	orotate phosphoribosyl transferase
4646162..4646773	+	203	66575561	-	XC_3932	-	-	conserved hypothetical protein
4646888..4647685	+	265	66575562	-	XC_3933	-	-	chromosome partitioning protein
4647685..4648614	+	309	66575563	-	XC_3934	-	-	chromosome partitioning protein
4648640..4649026	+	128	66575564	-	XC_3935	-	-	mitomycin resistance protein
4649023..4649751	+	242	66575565	-	XC_3936	-	-	conserved hypothetical protein
4649795..4650760	+	321	66575566	-	XC_3937	-	-	nucleotide sugar epimerase
4650840..4651562	+	240	66575567	-	XC_3938	-	-	dolichol-phosphate mannosyltransferase
4651562..4651903	+	113	66575568	-	XC_3939	-	-	conserved hypothetical protein
4652122..4652568	+	148	66575569	-	XC_3940	-	-	conserved hypothetical protein
4652882..4654276	-	464	66575570	-	XC_3941	-	-	phosphomannomutase
4655240..4655698	-	152	66575571	-	XC_3942	-	-	dUTPase
4655695..4656954	-	419	66575572	-	XC_3943	-	-	DNA/pantothenate metabolism flavoprotein
4657051..4657728	+	225	66575573	-	XC_3944	-	-	DNA repair protein
4657816..4659504	+	562	66575574	-	XC_3945	-	-	arginyl-tRNA synthetase
4659551..4660801	+	416	66575575	-	XC_3946	-	-	conserved hypothetical protein
4660419..4660976	+	185	66575576	-	XC_3947	-	-	conserved hypothetical protein
4661001..4661756	+	251	66575577	-	XC_3948	-	-	oxidoreductase
4662117..4663241	-	374	66575578	-	XC_3949	-	-	acyltransferase
4663299..4663649	+	116	66575579	-	XC_3950	-	-	hypothetical protein
4663919..4665253	-	444	66575580	-	XC_3951	-	-	glucosyltransferase
4665246..4669226	-	1326	66575581	-	XC_3952	-	-	ATP-dependent serine activating enzyme
4670114..4672141	-	675	66575582	-	XC_3953	-	-	biosynthetic arginine decarboxylase
4672242..4673099	+	285	66575583	-	XC_3954	-	-	spermidine synthase
4673214..4673780	-	188	66575584	-	XC_3955	-	-	conserved hypothetical protein
4674645..4675184	+	179	66575585	-	XC_3956	-	-	conserved hypothetical protein
4675473..4675811	-	112	66575586	-	XC_3957	-	-	nitrogen regulatory protein P-II
4676002..4676274	+	90	66575587	-	XC_3958	-	-	conserved hypothetical protein
4676290..4677810	+	506	66575588	-	XC_3959	-	-	competence related protein
4678144..4678701	+	185	66575589	-	XC_3960	-	-	outer membrane lipoprotein Blc
4678712..4678849	-	45	66575590	-	XC_3961	-	-	conserved hypothetical protein
4679270..4680829	+	519	66575591	-	XC_3962	-	-	conserved hypothetical protein
4680997..4681134	+	45	66575592	-	XC_3963	-	-	hypothetical protein
4681492..4682613	-	373	66575593	-	XC_3964	-	-	conserved hypothetical protein
4682623..4683717	-	364	66575594	-	XC_3965	-	-	oxidoreductase
4683793..4684440	+	215	66575595	-	XC_3966	-	-	transcriptional regulator tetR family
4684816..4685475	+	219	66575596	-	XC_3967	-	-	DNA polymerase-related protein
4685595..4685699	+	34	66575597	-	XC_3968	-	-	hypothetical protein
4686556..4687677	+	373	66575598	-	XC_3969	-	-	conserved hypothetical protein
4687726..4688955	+	409	66575599	-	XC_3970	-	-	conserved hypothetical protein
4689156..4689953	+	265	66575600	-	XC_3971	-	-	conserved hypothetical protein
4690243..4691112	-	289	66575601	-	XC_3972	-	-	hydrolase or peptidase
4691112..4692251	-	379	66575602	-	XC_3973	-	-	conserved hypothetical protein
4692306..4692488	-	60	66575603	-	XC_3974	-	-	hypothetical protein
4692881..4693171	+	96	66575604	-	XC_3975	-	-	conserved hypothetical protein
4693202..4693480	+	92	66575605	-	XC_3976	-	-	conserved hypothetical protein
4693484..4694197	+	237	66575606	-	XC_3977	-	-	conserved hypothetical protein
4694380..4695270	+	296	66575607	-	XC_3978	-	-	cell division inhibitor
4695318..4696700	-	460	66575608	-	XC_3979	-	-	pyridine nucleotide-disulfide oxidoreductase
4696697..4697161	-	154	66575609	-	XC_3980	-	-	conserved hypothetical protein
4697425..4698090	+	221	66575610	-	XC_3981	-	-	two-component system regulatory protein
4697862..4699295	+	477	66575611	-	XC_3982	-	-	two-component system sensor protein
4699396..4699683	+	95	66575612	-	XC_3983	-	-	conserved hypothetical protein
4699751..4700413	+	220	66575613	-	XC_3984	-	-	conserved hypothetical protein
4700636..4701415	-	259	66575614	-	XC_3985	-	-	histone H1
4701660..4703096	+	478	66575615	-	XC_3986	-	-	protease Do
4703212..4703574	+	120	66575616	-	XC_3987	-	-	conserved hypothetical protein
4703578..4704081	+	167	66575617	-	XC_3988	-	-	conserved hypothetical protein
4704078..4704557	+	159	66575618	-	XC_3989	-	-	conserved hypothetical protein
4704648..4705754	+	368	66575619	-	XC_3990	-	-	transport protein
4705869..4706600	+	243	66575620	-	XC_3991	-	-	hydrolase
4706661..4708031	+	456	66575621	-	XC_3992	-	-	leucine aminopeptidase
4708274..4709365	+	363	66575622	-	XC_3993	-	-	catalase
4709362..4709904	+	180	66575623	-	XC_3994	-	-	cytochrome B561
4709940..4711154	-	404	66575624	-	XC_3995	-	-	IS1481 transposase
4711411..4712199	-	262	66575625	-	XC_3996	-	-	conserved hypothetical protein
4712381..4712983	-	200	66575626	-	XC_3997	-	-	two-component system regulatory protein
4713072..4714295	-	407	66575627	-	XC_3998	-	-	two-component system sensor protein
4714750..4715889	+	379	66575628	-	XC_3999	-	-	acriflavin resistance protein
4716336..4717025	+	229	66575629	-	XC_4000	-	-	ABC transporter ATP-binding protein
4717038..4718198	+	386	66575630	-	XC_4001	-	-	conserved hypothetical protein
4718344..4719531	+	395	66575631	-	XC_4002	-	-	conserved hypothetical protein
