query_name,Length,cog_myva,COG_category,COG,description,Evalue,Identities,QueryLength,LengthQuery
XC_3623,88,,,COG2963,"gi|46580419|ref|YP_011227.1| ISD1, transposase OrfA [Desulfovibrio vulgaris str. Hildenborough]",1E-37,0.647727272727273,88,88
XC_3624,274,,,COG2801,"gi|46580418|ref|YP_011226.1| ISD1, transposase OrfB [Desulfovibrio vulgaris str. Hildenborough]",3E-109,0.58498023715415,255,253
XC_3626,295,,,COG0451,gi|15837212|ref|NP_297900.1| UDP-glucose 4-epimerase [Xylella fastidiosa 9a5c],2E-115,0.576271186440678,312,294
XC_3627,344,,,COG1089,"gi|334133273|ref|YP_004532652.1| GDPmannose 4,6-dehydratase [Novosphingobium sp. PP1Y]",0,0.837209302325581,344,344
XC_3628,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3629,1011,,,COG0438,gi|326405427|ref|YP_004285509.1| putative glycosyltransferase [Acidiphilium multivorum AIU301],2E-14,0.273542600896861,580,418
XC_3630,347,,,COG0438,gi|219849330|ref|YP_002463763.1| group 1 glycosyl transferase [Chloroflexus aggregans DSM 9485],2E-90,0.457142857142857,359,343
XC_3631,711,,,COG0515; COG2227,gi|85059096|ref|YP_454798.1| hypothetical protein SG1118 [Sodalis glossinidius str. 'morsitans'],3E-100,0.422566371681416,764,452
XC_3632,434,,,COG1134,gi|85059095|ref|YP_454797.1| ABC transporter ATP-binding protein [Sodalis glossinidius str. 'morsitans'],7E-167,0.554778554778555,428,429
XC_3633,263,,,COG1682,gi|317050419|ref|YP_004111535.1| ABC-2 type transporter [Desulfurispirillum indicum S5],1E-95,0.553030303030303,263,263
XC_3634,787,,,COG0438,gi|257054158|ref|YP_003131990.1| glycosyltransferase [Saccharomonospora viridis DSM 43017],1E-57,0.351219512195122,461,399
XC_3635,397,,,COG0626,gi|188578664|ref|YP_001915593.1| cystathionine gamma-synthase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.94910941475827,399,393
XC_3636,464,,,COG0031; COG0517,gi|188578666|ref|YP_001915595.1| cystathionine beta-synthase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.973684210526316,456,456
XC_3637,72,,,COG2841,gi|188578668|ref|YP_001915597.1| UptF protein [Xanthomonas oryzae pv. oryzae PXO99A],3E-45,0.986111111111111,98,72
XC_3638,296,,,COG2885,gi|188578669|ref|YP_001915598.1| outer membrane protein [Xanthomonas oryzae pv. oryzae PXO99A],2E-160,0.868243243243243,296,296
XC_3639,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3640,377,,,COG5008,gi|188578671|ref|YP_001915600.1| Tfp pilus assembly protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.960212201591512,379,377
XC_3641,220,,,COG0625,gi|188578672|ref|YP_001915601.1| maleylacetoacetate isomerase [Xanthomonas oryzae pv. oryzae PXO99A],2E-122,0.794642857142857,224,220
XC_3642,331,,,COG0179,gi|188578673|ref|YP_001915602.1| fumarylacetoacetate hydrolase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.924012158054711,329,329
XC_3643,460,,,COG0513,gi|188578674|ref|YP_001915603.1| ATP-dependent RNA helicase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.980349344978166,462,457
XC_3644,120,,,COG0720,gi|188578676|ref|YP_001915605.1| 6-pyruvoyl tetrahydrobiopterin synthase [Xanthomonas oryzae pv. oryzae PXO99A],9E-83,0.991452991452991,117,117
XC_3645,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3646,224,,,COG0132,gi|188578678|ref|YP_001915607.1| dithiobiotin synthetase [Xanthomonas oryzae pv. oryzae PXO99A],2E-101,0.866071428571429,224,224
XC_3647,162,,,COG1956,gi|188578679|ref|YP_001915608.1| Sensor with GAF domain [Xanthomonas oryzae pv. oryzae PXO99A],5E-109,0.962732919254658,162,161
XC_3648,217,,,COG3070,gi|89902240|ref|YP_524711.1| regulator of competence-specific genes [Albidiferax ferrireducens T118],4E-11,0.453333333333333,130,75
XC_3649,216,,,COG0546,gi|188578681|ref|YP_001915610.1| phosphoglycolate phosphatase [Xanthomonas oryzae pv. oryzae PXO99A],1E-117,0.813953488372093,216,215
XC_3650,369,,,COG0389,gi|188578682|ref|YP_001915611.1| DNA polymerase IV [Xanthomonas oryzae pv. oryzae PXO99A],0,0.916201117318436,359,357
XC_3651,177,,,COG0764,gi|188578683|ref|YP_001915612.1| 3-hydroxydecanoyl-ACP dehydratase [Xanthomonas oryzae pv. oryzae PXO99A],9E-114,0.906432748538012,171,171
XC_3652,394,,,COG0304,gi|188578684|ref|YP_001915613.1| beta-ketoacyl- synthase I [Xanthomonas oryzae pv. oryzae PXO99A],0,0.951776649746193,402,394
XC_3653,674,,,COG0339,gi|188578686|ref|YP_001915615.1| oligopeptidase A [Xanthomonas oryzae pv. oryzae PXO99A],0,0.927299703264095,674,674
XC_3655,367,,,COG0031,gi|188578687|ref|YP_001915616.1| cysteine synthase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.940054495912807,367,367
XC_3654,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3656,602,,,COG2132,gi|188578689|ref|YP_001915618.1| copper resistance protein A [Xanthomonas oryzae pv. oryzae PXO99A],0,0.835255354200989,602,602
XC_3657,368,,,COG3667,gi|188578690|ref|YP_001915619.1| copper resistance protein B [Xanthomonas oryzae pv. oryzae PXO99A],3E-131,0.622754491017964,491,333
XC_3658,185,,,COG0346,gi|188578691|ref|YP_001915620.1| lactoylglutathione lyase [Xanthomonas oryzae pv. oryzae PXO99A],4E-115,0.908045977011494,174,174
XC_3659,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3660,663,,,COG0741; COG3409,gi|190572272|ref|YP_001970117.1| hypothetical protein Smlt0193 [Stenotrophomonas maltophilia K279a],4E-60,0.454225352112676,308,278
XC_3661,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3662,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3663,609,,,COG0449,gi|188578697|ref|YP_001915626.1| glucosamine--fructose-6-phosphate aminotransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.957307060755337,609,609
XC_3664,392,,,COG0845,gi|188578698|ref|YP_001915627.1| ABC transporter permease [Xanthomonas oryzae pv. oryzae PXO99A],0,0.941326530612245,423,392
XC_3665,239,,,COG1136,gi|357418596|ref|YP_004931616.1| ABC transporter ATP-binding protein [Pseudoxanthomonas spadix BD-a59],5E-145,0.862068965517241,239,232
XC_3666,432,,,COG0577,gi|190575933|ref|YP_001973778.1| ABC transporter permease [Stenotrophomonas maltophilia K279a],2E-168,0.61662817551963,430,432
XC_3667,411,,,COG0577,gi|357418598|ref|YP_004931618.1| ABC transporter permease [Pseudoxanthomonas spadix BD-a59],1E-144,0.544794188861986,402,411
XC_3668,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3669,448,,,COG2204,gi|190575936|ref|YP_001973781.1| two-component response regulator transcriptional regulator [Stenotrophomonas maltophilia K279a],0,0.785714285714286,447,448
XC_3670,450,,,COG5000,gi|190575937|ref|YP_001973782.1| two component system sensor histidine kinase [Stenotrophomonas maltophilia K279a],0,0.755905511811024,397,381
XC_3671,87,,,COG2963,gi|188574894|ref|YP_001911823.1| ISXoo3 transposase ORF A [Xanthomonas oryzae pv. oryzae PXO99A],2E-51,0.873563218390805,87,87
XC_3672,281,,,COG2801,gi|188575225|ref|YP_001912154.1| ISXoo3 transposase ORF B [Xanthomonas oryzae pv. oryzae PXO99A],9E-177,0.897810218978102,281,274
XC_3673,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3674,447,,,COG1207,gi|188578706|ref|YP_001915635.1| UDP-N-acetylglucosamine pyrophosphorylase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.888143176733781,454,447
XC_3675,127,,,COG2246,gi|188578707|ref|YP_001915636.1| hypothetical protein PXO_03116 [Xanthomonas oryzae pv. oryzae PXO99A],1E-74,0.889763779527559,137,127
XC_3676,177,,,COG1605,gi|188578708|ref|YP_001915637.1| chorismate mutase [Xanthomonas oryzae pv. oryzae PXO99A],1E-100,0.830508474576271,189,177
XC_3677,140,,,COG0355,gi|188578710|ref|YP_001915639.1| F0F1 ATP synthase subunit epsilon [Xanthomonas oryzae pv. oryzae PXO99A],5E-84,0.892857142857143,140,140
XC_3678,468,,,COG0055,gi|188578711|ref|YP_001915640.1| F0F1 ATP synthase subunit beta [Xanthomonas oryzae pv. oryzae PXO99A],0,0.991452991452991,468,468
XC_3679,287,,,COG0224,gi|188578712|ref|YP_001915641.1| F0F1 ATP synthase subunit gamma [Xanthomonas oryzae pv. oryzae PXO99A],0,0.961672473867596,287,287
XC_3680,515,,,COG0056,gi|188578713|ref|YP_001915642.1| F0F1 ATP synthase subunit alpha [Xanthomonas oryzae pv. oryzae PXO99A],0,0.988349514563107,515,515
XC_3681,175,,,COG0712,gi|188578714|ref|YP_001915643.1| F0F1 ATP synthase subunit delta [Xanthomonas oryzae pv. oryzae PXO99A],2E-100,0.862857142857143,175,175
XC_3682,156,,,COG0711,gi|188578715|ref|YP_001915644.1| F0F1 ATP synthase subunit B [Xanthomonas oryzae pv. oryzae PXO99A],9E-97,0.955128205128205,156,156
XC_3683,82,,,COG0636,gi|407642427|ref|YP_006806186.1| F0F1 ATP synthase subunit C [Nocardia brasiliensis ATCC 700358],3E-07,0.378048780487805,100,82
XC_3684,251,,,COG0356,gi|188578717|ref|YP_001915646.1| F0F1 ATP synthase subunit A [Xanthomonas oryzae pv. oryzae PXO99A],2E-170,0.948207171314741,266,251
XC_3685,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3686,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3687,429,,,COG1228,gi|16126907|ref|NP_421471.1| Xaa-Pro dipeptidase [Caulobacter crescentus CB15],3E-169,0.57345971563981,425,422
XC_3689,607,,,COG1249; COG0508,gi|188578721|ref|YP_001915650.1| dihydrolipoamide dehydrogenase [Xanthomonas oryzae pv. oryzae PXO99A],2E-95,0.895287958115183,213,183
XC_3690,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3691,598,,,COG0508,gi|188578723|ref|YP_001915652.1| dihydrolipoamide acetyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.904682274247492,585,598
XC_3692,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3693,186,,,COG3663,gi|190575953|ref|YP_001973798.1| hypothetical protein Smlt4122 [Stenotrophomonas maltophilia K279a],1E-57,0.633986928104575,160,150
XC_3694,228,,,COG3047,gi|188578726|ref|YP_001915655.1| outer membrane protein [Xanthomonas oryzae pv. oryzae PXO99A],2E-141,0.881578947368421,225,228
XC_3695,290,,,COG4104,gi|436836264|ref|YP_007321480.1| hypothetical protein FAES_2878 [Fibrella aestuarina BUZ 2],2E-07,0.289617486338798,201,176
XC_3696,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3697,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3698,486,,,COG3039,gi|188576395|ref|YP_001913324.1| ISXoo4 transposase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.850549450549451,474,455
XC_3699,266,,,COG1464,gi|188578728|ref|YP_001915657.1| outer membrane protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.966165413533835,266,266
XC_3700,231,,,COG2011,gi|188578729|ref|YP_001915658.1| ABC transporter permease [Xanthomonas oryzae pv. oryzae PXO99A],1E-145,0.960352422907489,232,227
XC_3701,335,,,COG1135,gi|188578730|ref|YP_001915659.1| DL-methionine transporter ATP-binding subunit [Xanthomonas oryzae pv. oryzae PXO99A],0,0.93134328358209,335,335
XC_3702,285,,,COG0697,gi|188578731|ref|YP_001915660.1| integral membrane protein [Xanthomonas oryzae pv. oryzae PXO99A],3E-176,0.940350877192982,302,285
XC_3703,172,,,COG1666,gi|188578732|ref|YP_001915661.1| nucleotide-binding protein [Xanthomonas oryzae pv. oryzae PXO99A],6E-108,0.962732919254658,161,161
XC_3704,186,,,COG3310,gi|188578735|ref|YP_001915664.1| hypothetical protein PXO_03086 [Xanthomonas oryzae pv. oryzae PXO99A],2E-118,0.913978494623656,186,186
XC_3705,509,,,COG1387,gi|16125384|ref|NP_419948.1| hypothetical protein CC_1132 [Caulobacter crescentus CB15],2E-122,0.449799196787149,477,490
XC_3706,976,,,COG1629; COG4771,gi|16125383|ref|NP_419947.1| TonB-dependent receptor [Caulobacter crescentus CB15],0,0.478723404255319,923,832
XC_3707,250,,,COG1028,gi|188578736|ref|YP_001915665.1| 3-oxoacyl-ACP reductase [Xanthomonas oryzae pv. oryzae PXO99A],5E-159,0.892,268,250
XC_3708,226,,,COG0637,gi|188578737|ref|YP_001915666.1| HAD superfamily hydrolase [Xanthomonas oryzae pv. oryzae PXO99A],4E-120,0.804444444444444,225,225
XC_3709,237,,,COG1187,gi|188578738|ref|YP_001915667.1| ribosomal small subunit pseudouridylate synthase [Xanthomonas oryzae pv. oryzae PXO99A],7E-154,0.919831223628692,237,237
XC_3710,336,,,COG2813,gi|188578739|ref|YP_001915668.1| ribosomal RNA small subunit methyltransferase C [Xanthomonas oryzae pv. oryzae PXO99A],0,0.916417910447761,358,335
XC_3711,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3712,445,,,COG2133,gi|188578741|ref|YP_001915670.1| L-sorbosone dehydrogenase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.914606741573034,444,445
XC_3713,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3714,678,,,COG0745; COG5002,gi|188578743|ref|YP_001915672.1| sensor histidine kinase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.906300484652666,630,619
XC_3715,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3716,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3717,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3718,366,,,COG0787,gi|188578747|ref|YP_001915676.1| alanine racemase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.892655367231638,360,354
XC_3719,428,,,COG0665,gi|188578748|ref|YP_001915677.1| D-amino acid dehydrogenase small subunit [Xanthomonas oryzae pv. oryzae PXO99A],0,0.932400932400932,429,428
XC_3720,159,,,COG1522,gi|188578749|ref|YP_001915678.1| leucine responsive regulatory protein [Xanthomonas oryzae pv. oryzae PXO99A],9E-104,0.942675159235669,159,157
XC_3721,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3722,154,,,COG0229,gi|188578751|ref|YP_001915680.1| methionine sulfoxide reductase B [Xanthomonas oryzae pv. oryzae PXO99A],5E-102,0.922077922077922,154,154
XC_3723,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3724,284,,,COG1291,gi|188578753|ref|YP_001915682.1| flagellar motor protein MotA [Xanthomonas oryzae pv. oryzae PXO99A],0,0.971830985915493,284,284
XC_3725,377,,,COG1360,gi|188578754|ref|YP_001915683.1| flagellar motor protein MotB [Xanthomonas oryzae pv. oryzae PXO99A],0,0.909638554216867,393,328
XC_3726,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3727,300,,,COG4339,gi|269795933|ref|YP_003315388.1| hypothetical protein Sked_26500 [Sanguibacter keddieii DSM 10542],1E-06,0.470588235294118,86,61
XC_3728,252,,,COG3831,gi|24374958|ref|NP_719001.1| WGR domain protein [Shewanella oneidensis MR-1],1E-16,0.37984496124031,184,125
XC_3729,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3730,251,,,COG0842,gi|188578765|ref|YP_001915694.1| ABC-2 type transporter [Xanthomonas oryzae pv. oryzae PXO99A],3E-168,0.952191235059761,253,251
XC_3731,314,,,COG1131,gi|188578766|ref|YP_001915695.1| ABC transporter ATP-binding protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.907643312101911,314,314
XC_3732,545,,,COG0025,gi|188578767|ref|YP_001915696.1| Na+/H+ antiporter [Xanthomonas oryzae pv. oryzae PXO99A],0,0.965137614678899,583,545
XC_3733,124,,,COG3795,gi|469816785|ref|YP_007588869.1| hypothetical protein R2APBS1_0464 [Rhodanobacter denitrificans],2E-52,0.637096774193548,150,124
XC_3734,202,,,COG2335,gi|188578770|ref|YP_001915699.1| beta-Ig-H3/fasciclin repeat containing protein [Xanthomonas oryzae pv. oryzae PXO99A],3E-92,0.94,150,150
XC_3735,477,,,COG1573,gi|188578772|ref|YP_001915701.1| uracil DNA glycosylase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.874407582938389,425,422
XC_3736,414,,,COG4277,gi|188578773|ref|YP_001915702.1| elongator protein 3/MiaB/NifB [Xanthomonas oryzae pv. oryzae PXO99A],0,0.966183574879227,414,414
XC_3737,258,,,COG3384,"gi|188578774|ref|YP_001915703.1| 4,5-dopa dioxygenase extradiol [Xanthomonas oryzae pv. oryzae PXO99A]",3E-143,0.794573643410853,272,258
XC_3738,293,,,COG0583,gi|190572610|ref|YP_001970455.1| LysR family transcriptional regulator [Stenotrophomonas maltophilia K279a],2E-135,0.679310344827586,311,290
XC_3739,191,,,COG0655,gi|188578776|ref|YP_001915705.1| tryptophan repressor binding protein [Xanthomonas oryzae pv. oryzae PXO99A],5E-122,0.894736842105263,191,190
XC_3740,309,,,COG0667,gi|188578778|ref|YP_001915707.1| oxidoreductase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.961165048543689,331,309
XC_3741,231,,,COG1215,gi|188578780|ref|YP_001915709.1| glycosyl transferase family protein [Xanthomonas oryzae pv. oryzae PXO99A],3E-137,0.874458874458874,231,231
XC_3742,701,,,COG3590,gi|188578781|ref|YP_001915710.1| metallopeptidase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.854493580599144,704,701
XC_3743,309,,,COG3662,gi|190572604|ref|YP_001970449.1| hypothetical protein Smlt0546 [Stenotrophomonas maltophilia K279a],2E-147,0.718032786885246,312,305
XC_3744,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3745,516,,,COG0531,gi|188578784|ref|YP_001915713.1| amino acid transporter [Xanthomonas oryzae pv. oryzae PXO99A],0,0.936046511627907,531,516
XC_3746,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3747,256,,,COG3279,gi|469817875|ref|YP_007589959.1| response regulator of the LytR/AlgR family [Rhodanobacter denitrificans],2E-109,0.692913385826772,258,254
XC_3748,396,,,COG2972,gi|190572600|ref|YP_001970445.1| sensor histidine kinase [Stenotrophomonas maltophilia K279a],2E-163,0.733333333333333,346,315
XC_3749,404,,,COG0665,gi|188578790|ref|YP_001915719.1| D-amino acid oxidase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.777777777777778,405,402
XC_3750,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3751,227,,,COG1335,gi|338740353|ref|YP_004677315.1| Isochorismatase hydrolase [Hyphomicrobium sp. MC1],3E-10,0.29126213592233,183,204
XC_3752,173,,,COG3685,gi|190574468|ref|YP_001972313.1| hypothetical protein Smlt2538 [Stenotrophomonas maltophilia K279a],3E-68,0.591463414634146,171,164
XC_3753,165,,,COG3685,gi|190574462|ref|YP_001972307.1| hypothetical protein Smlt2532 [Stenotrophomonas maltophilia K279a],3E-88,0.860606060606061,168,165
XC_3754,302,,,COG3546,gi|190574467|ref|YP_001972312.1| managnese containing catalase [Stenotrophomonas maltophilia K279a],3E-158,0.768707482993197,299,294
XC_3755,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3756,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3757,1167,,,COG1352; COG3352; COG3920; COG2201,"gi|182676965|ref|YP_001831112.1| MCP methyltransferase/methylesterase, CheR/CheB with PAS/PAC sensor [Beijerinckia indica subsp. indica ATCC 9039]",0,0.355329949238579,1185,1153
XC_3758,126,,,COG0784,gi|188578797|ref|YP_001915726.1| regulatory protein [Xanthomonas oryzae pv. oryzae PXO99A],6E-67,0.793650793650794,127,126
XC_3759,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3760,426,,,COG2204,gi|188578799|ref|YP_001915728.1| NtrC family transcriptional regulator [Xanthomonas oryzae pv. oryzae PXO99A],0,0.934117647058824,433,425
XC_3761,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3762,451,,,COG1271,gi|188578801|ref|YP_001915730.1| cytochrome D ubiquinol oxidase subunit I [Xanthomonas oryzae pv. oryzae PXO99A],0,0.853658536585366,471,451
XC_3763,337,,,COG1294,gi|190576360|ref|YP_001974205.1| cytochrome oxidase subunit II [Stenotrophomonas maltophilia K279a],6E-162,0.735905044510386,339,337
XC_3764,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3765,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3766,288,,,COG1028,gi|190574566|ref|YP_001972411.1| dehydrogenase/oxidoreductase [Stenotrophomonas maltophilia K279a],5E-154,0.763888888888889,288,288
XC_3767,335,,,COG1087,gi|124267103|ref|YP_001021107.1| UDP-galactose 4-epimerase [Methylibium petroleiphilum PM1],1E-139,0.642201834862385,383,327
XC_3768,420,,,COG0438,gi|91775548|ref|YP_545304.1| hypothetical protein Mfla_1195 [Methylobacillus flagellatus KT],2E-159,0.602597402597403,394,383
XC_3769,767,,,COG0562; COG0438,gi|392380168|ref|YP_004987326.1| UDP-galactopyranose mutase [Azospirillum brasilense Sp245],0,0.748031496062992,398,380
XC_3770,397,,,COG2723,gi|91775546|ref|YP_545302.1| hypothetical protein Mfla_1193 [Methylobacillus flagellatus KT],8E-159,0.617728531855956,383,361
XC_3771,599,,,COG1132,gi|226943327|ref|YP_002798400.1| ABC transporter transmembrane permease and ATP binding proteins [Azotobacter vinelandii DJ],0,0.745299145299145,594,585
XC_3772,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3773,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3774,387,,,COG1063,gi|190574476|ref|YP_001972321.1| zinc-dependent alcohol dehydrogenase [Stenotrophomonas maltophilia K279a],0,0.767441860465116,387,387
XC_3775,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3776,83,,,COG0727,gi|188574974|ref|YP_001911903.1| hypothetical protein PXO_04095 [Xanthomonas oryzae pv. oryzae PXO99A],4E-53,0.939759036144578,120,83
XC_3777,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3778,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3779,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3780,750,,,COG1529,gi|160899250|ref|YP_001564832.1| aldehyde oxidase and xanthine dehydrogenase molybdopterin-binding subunit [Delftia acidovorans SPH-1],0,0.648468708388815,737,750
XC_3781,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3782,1045,,,COG1511,gi|339321785|ref|YP_004680679.1| hypothetical protein CNE_2c04660 [Cupriavidus necator N-1],6E-132,0.407878017789072,885,720
XC_3783,224,,,COG1360,gi|188574968|ref|YP_001911897.1| hypothetical protein PXO_04090 [Xanthomonas oryzae pv. oryzae PXO99A],3E-129,0.869767441860465,215,215
XC_3784,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3785,713,,,COG4774,gi|188574966|ref|YP_001911895.1| TonB-dependent outer membrane Receptor [Xanthomonas oryzae pv. oryzae PXO99A],0,0.853727144866385,712,711
XC_3786,451,,,COG1277,gi|16125767|ref|NP_420331.1| hypothetical protein CC_1520 [Caulobacter crescentus CB15],2E-129,0.520884520884521,422,407
XC_3787,475,,,COG1277,gi|188574964|ref|YP_001911893.1| hypothetical protein PXO_04086 [Xanthomonas oryzae pv. oryzae PXO99A],0,0.816842105263158,478,475
XC_3788,240,,,COG1131,gi|188574963|ref|YP_001911892.1| ABC transporter ATP-binding protein [Xanthomonas oryzae pv. oryzae PXO99A],6E-143,0.869198312236287,246,237
XC_3789,607,,,COG2866,gi|302382973|ref|YP_003818796.1| peptidase M14 carboxypeptidase A [Brevundimonas subvibrioides ATCC 15264],1E-154,0.457391304347826,574,573
XC_3790,313,,,COG0583,gi|332284144|ref|YP_004416055.1| LysR family transcriptional regulator [Pusillimonas sp. T7-7],2E-154,0.73202614379085,310,305
XC_3791,134,,,COG0251,gi|92112888|ref|YP_572816.1| endoribonuclease L-PSP [Chromohalobacter salexigens DSM 3043],3E-65,0.716417910447761,134,134
XC_3792,293,,,COG1028,gi|159186352|ref|NP_355797.2| oxidoreductase [Agrobacterium fabrum str. C58],3E-147,0.700680272108844,300,293
XC_3793,256,,,COG3631,gi|326801771|ref|YP_004319590.1| hypothetical protein [Sphingobacterium sp. 21],1E-31,0.701298701298701,129,77
XC_3794,284,,,COG3631,gi|188578296|ref|YP_001915225.1| hypothetical protein PXO_02403 [Xanthomonas oryzae pv. oryzae PXO99A],1E-53,0.609271523178808,188,148
XC_3795,356,,,COG0667,gi|15890122|ref|NP_355794.1| oxidoreductase [Agrobacterium fabrum str. C58],0,0.808988764044944,356,356
XC_3796,298,,,COG0583,gi|357386476|ref|YP_004901200.1| transcriptional regulator lysR family [Pelagibacterium halotolerans B2],9E-104,0.568965517241379,308,290
XC_3797,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3798,154,,,COG2050,gi|410663891|ref|YP_006916262.1| hypothetical protein M5M_06685 [Simiduia agarivorans SA1 = DSM 21679],8E-60,0.607843137254902,158,152
XC_3799,291,,,COG0583,gi|322833426|ref|YP_004213453.1| LysR family transcriptional regulator [Rahnella sp. Y9602],7E-20,0.829787234042553,47,47
XC_3800,512,,,COG3706,gi|538344388|ref|YP_008493219.1| diguanylate cyclase (GGDEF) domain-containing protein [Variovorax paradoxus B4],2E-89,0.43342776203966,349,352
XC_3801,462,,,COG2199; COG2203,gi|302879552|ref|YP_003848116.1| PAS/PAC and GAF sensor-containing diguanylate cyclase [Gallionella capsiferriformans ES-2],2E-40,0.336842105263158,286,285
XC_3802,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3803,90,,,COG2963,gi|188578842|ref|YP_001915771.1| ISxac3 transposase [Xanthomonas oryzae pv. oryzae PXO99A],3E-53,0.944444444444444,97,90
XC_3804,272,,,COG2801,gi|188576059|ref|YP_001912988.1| ISxac3 transposase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.926470588235294,284,272
XC_3805,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_3806,624,,,COG0568,gi|188574947|ref|YP_001911876.1| RNA polymerase sigma factor RpoD [Xanthomonas oryzae pv. oryzae PXO99A],0,0.971153846153846,624,624
XC_3807,148,,,COG1490,gi|188574946|ref|YP_001911875.1| D-tyrosyl-tRNA(Tyr) deacylase [Xanthomonas oryzae pv. oryzae PXO99A],2E-87,0.864864864864865,149,148
XC_3808,295,,,COG1560,gi|188574945|ref|YP_001911874.1| lipid A biosynthesis lauroyl acyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.935593220338983,304,295
XC_3809,173,,,COG1247,gi|188574944|ref|YP_001911873.1| N-acetyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],2E-105,0.919075144508671,173,173
XC_3810,377,,,COG0807,gi|188574943|ref|YP_001911872.1| GTP cyclohydrolase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.885941644562334,377,377
XC_3811,180,,,COG3402,gi|188574942|ref|YP_001911871.1| membrane flanked domain family [Xanthomonas oryzae pv. oryzae PXO99A],6E-72,0.75974025974026,158,154
XC_3812,501,,,COG3428,gi|188574941|ref|YP_001911870.1| membrane flanked domain family [Xanthomonas oryzae pv. oryzae PXO99A],0,0.840319361277445,500,501
XC_3813,351,,,COG1887,gi|188574939|ref|YP_001911868.1| CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.88034188034188,352,351
XC_3814,274,,,COG1216,gi|188574938|ref|YP_001911867.1| lipopolysaccharide core biosynthesis glycosyl transferase [Xanthomonas oryzae pv. oryzae PXO99A],2E-177,0.927007299270073,274,274
